protein1,protein2,y_true,y_score
ENSP00000264335,ENSP00000371267,1,0.6766666666666666
ENSP00000258302,ENSP00000391800,0,0.26
ENSP00000291295,ENSP00000324124,0,0.805
ENSP00000357907,ENSP00000362948,1,0.605
ENSP00000343103,ENSP00000319169,1,0.3933333333333333
ENSP00000311360,ENSP00000409555,0,0.3883333333333333
ENSP00000262406,ENSP00000420927,0,0.3
ENSP00000330737,ENSP00000301457,1,0.7416666666666667
ENSP00000389160,ENSP00000445306,0,0.57
ENSP00000374045,ENSP00000419260,0,0.645
ENSP00000256078,ENSP00000333212,0,0.57
ENSP00000302562,ENSP00000354665,0,0.445
ENSP00000324124,ENSP00000428426,1,0.6366666666666667
ENSP00000479461,ENSP00000343896,1,1.0
ENSP00000347495,ENSP00000381047,0,0.20333333333333334
ENSP00000249923,ENSP00000429374,0,0.6733333333333333
ENSP00000246657,ENSP00000441600,1,0.83
ENSP00000292513,ENSP00000319231,0,0.30833333333333335
ENSP00000317985,ENSP00000265382,1,0.72
ENSP00000300134,ENSP00000323065,0,0.47833333333333333
ENSP00000358862,ENSP00000308750,1,0.665
ENSP00000319104,ENSP00000219252,1,0.8283333333333334
ENSP00000348564,ENSP00000448073,0,0.22833333333333333
ENSP00000317904,ENSP00000326031,1,0.7883333333333333
ENSP00000310260,ENSP00000346112,0,0.37166666666666665
ENSP00000358154,ENSP00000303373,1,1.0
ENSP00000308024,ENSP00000494017,0,0.265
ENSP00000352928,ENSP00000456340,1,0.665
ENSP00000321927,ENSP00000378284,0,0.24
ENSP00000215730,ENSP00000251775,1,0.6433333333333333
ENSP00000264717,ENSP00000356584,0,0.24333333333333335
ENSP00000288943,ENSP00000378974,1,0.2816666666666667
ENSP00000367806,ENSP00000362688,1,0.6966666666666667
ENSP00000440826,ENSP00000441927,0,0.25833333333333336
ENSP00000233826,ENSP00000310557,1,0.4866666666666667
ENSP00000299138,ENSP00000356030,0,0.27666666666666667
ENSP00000362744,ENSP00000428085,1,0.98
ENSP00000261769,ENSP00000398632,1,0.6383333333333333
ENSP00000334876,ENSP00000339389,0,0.4033333333333333
ENSP00000295025,ENSP00000377447,0,0.21333333333333335
ENSP00000367830,ENSP00000500582,1,0.7716666666666666
ENSP00000431926,ENSP00000355231,1,0.585
ENSP00000308405,ENSP00000367034,1,1.0
ENSP00000341044,ENSP00000356015,1,0.8016666666666666
ENSP00000366307,ENSP00000386609,0,0.32666666666666666
ENSP00000264639,ENSP00000270586,1,0.7466666666666667
ENSP00000319240,ENSP00000260210,1,0.8233333333333334
ENSP00000366032,ENSP00000365401,1,0.5
ENSP00000344479,ENSP00000417569,0,0.31333333333333335
ENSP00000349588,ENSP00000344786,1,0.5433333333333333
ENSP00000260447,ENSP00000319281,0,0.31666666666666665
ENSP00000355124,ENSP00000472445,0,0.38
ENSP00000296474,ENSP00000298717,0,0.17666666666666667
ENSP00000357177,ENSP00000403310,0,0.2816666666666667
ENSP00000472985,ENSP00000232888,1,0.84
ENSP00000366974,ENSP00000229595,1,1.0
ENSP00000373404,ENSP00000331849,1,0.925
ENSP00000363590,ENSP00000302629,1,0.495
ENSP00000452454,ENSP00000323720,1,0.7366666666666667
ENSP00000229795,ENSP00000264399,1,0.6916666666666667
ENSP00000361363,ENSP00000304593,1,0.7233333333333334
ENSP00000310406,ENSP00000341382,0,0.24333333333333335
ENSP00000358155,ENSP00000499501,1,0.9983333333333333
ENSP00000409007,ENSP00000347942,1,0.535
ENSP00000333298,ENSP00000382779,1,0.565
ENSP00000229758,ENSP00000339109,1,0.4533333333333333
ENSP00000267843,ENSP00000383784,0,0.4683333333333333
ENSP00000332973,ENSP00000366534,1,0.54
ENSP00000365081,ENSP00000438262,0,0.37333333333333335
ENSP00000470972,ENSP00000481697,1,0.9533333333333334
ENSP00000216115,ENSP00000250405,1,0.49666666666666665
ENSP00000264108,ENSP00000244537,1,0.5116666666666667
ENSP00000355568,ENSP00000425809,0,0.23166666666666666
ENSP00000349142,ENSP00000357776,0,0.11
ENSP00000345957,ENSP00000278572,1,0.9633333333333334
ENSP00000468411,ENSP00000303145,1,0.5233333333333333
ENSP00000366557,ENSP00000260210,1,0.875
ENSP00000264027,ENSP00000363046,0,0.3516666666666667
ENSP00000362110,ENSP00000416534,1,0.8416666666666667
ENSP00000276893,ENSP00000447057,0,0.345
ENSP00000494697,ENSP00000386717,1,0.9983333333333333
ENSP00000341885,ENSP00000378163,1,0.985
ENSP00000311427,ENSP00000311429,0,0.31
ENSP00000200181,ENSP00000315190,1,0.5516666666666666
ENSP00000371018,ENSP00000372313,0,0.27
ENSP00000360269,ENSP00000371790,0,0.42833333333333334
ENSP00000377492,ENSP00000479861,0,0.5066666666666667
ENSP00000356438,ENSP00000360317,1,0.8366666666666667
ENSP00000369554,ENSP00000471896,1,0.4683333333333333
ENSP00000341030,ENSP00000246891,1,0.41333333333333333
ENSP00000302625,ENSP00000496597,0,0.335
ENSP00000297990,ENSP00000306473,0,0.5033333333333333
ENSP00000315774,ENSP00000360609,0,0.78
ENSP00000339251,ENSP00000431800,0,0.33166666666666667
ENSP00000326981,ENSP00000294189,1,0.88
ENSP00000330825,ENSP00000496832,1,0.36833333333333335
ENSP00000484789,ENSP00000312244,1,1.0
ENSP00000498382,ENSP00000424183,1,0.545
ENSP00000261439,ENSP00000346148,1,0.6933333333333334
ENSP00000356713,ENSP00000276927,1,0.5266666666666666
ENSP00000414150,ENSP00000466009,0,0.36666666666666664
ENSP00000309572,ENSP00000486891,1,0.39166666666666666
ENSP00000352252,ENSP00000229595,1,1.0
ENSP00000290122,ENSP00000388825,0,0.22333333333333333
ENSP00000258742,ENSP00000319883,0,0.325
ENSP00000325312,ENSP00000340688,0,0.32666666666666666
ENSP00000317334,ENSP00000482075,1,0.7233333333333334
ENSP00000260665,ENSP00000310861,0,0.3283333333333333
ENSP00000441000,ENSP00000497569,1,0.49
ENSP00000290663,ENSP00000272645,1,0.7583333333333333
ENSP00000244230,ENSP00000283109,1,0.7483333333333333
ENSP00000263923,ENSP00000330382,1,0.665
ENSP00000430432,ENSP00000378402,1,0.92
ENSP00000362058,ENSP00000401010,0,0.6483333333333333
ENSP00000385269,ENSP00000397133,1,0.48833333333333334
ENSP00000301740,ENSP00000434516,0,0.5483333333333333
ENSP00000083182,ENSP00000263160,0,0.29833333333333334
ENSP00000261799,ENSP00000311343,0,0.39166666666666666
ENSP00000264709,ENSP00000249910,1,0.5516666666666666
ENSP00000498019,ENSP00000463379,1,0.9816666666666667
ENSP00000497102,ENSP00000011653,1,0.76
ENSP00000438574,ENSP00000405965,1,0.5033333333333333
ENSP00000295269,ENSP00000407118,0,0.13666666666666666
ENSP00000342197,ENSP00000358400,0,0.2633333333333333
ENSP00000252951,ENSP00000292896,1,0.5983333333333334
ENSP00000365663,ENSP00000386439,0,0.34833333333333333
ENSP00000339835,ENSP00000384490,1,0.955
ENSP00000263774,ENSP00000276062,1,0.6883333333333334
ENSP00000199389,ENSP00000365006,0,0.075
ENSP00000302846,ENSP00000364742,0,0.20666666666666667
ENSP00000370034,ENSP00000363089,1,0.835
ENSP00000257934,ENSP00000263753,1,0.495
ENSP00000450436,ENSP00000366927,1,0.83
ENSP00000215794,ENSP00000346550,0,0.49833333333333335
ENSP00000295755,ENSP00000438085,0,0.21166666666666667
ENSP00000245907,ENSP00000396688,1,0.67
ENSP00000238628,ENSP00000262340,0,0.495
ENSP00000347792,ENSP00000357883,1,0.66
ENSP00000362068,ENSP00000285398,1,0.75
ENSP00000225504,ENSP00000350378,0,0.48333333333333334
ENSP00000200135,ENSP00000375086,0,0.2783333333333333
ENSP00000244763,ENSP00000365807,0,0.42333333333333334
ENSP00000290765,ENSP00000332679,1,0.7783333333333333
ENSP00000382250,ENSP00000379339,1,0.8666666666666667
ENSP00000344393,ENSP00000297990,1,0.665
ENSP00000367939,ENSP00000263774,1,0.865
ENSP00000252229,ENSP00000342156,1,0.5216666666666666
ENSP00000265857,ENSP00000345917,0,0.245
ENSP00000253024,ENSP00000354660,1,0.25
ENSP00000221403,ENSP00000263915,0,0.3
ENSP00000379110,ENSP00000219235,1,0.7166666666666667
ENSP00000264499,ENSP00000438273,1,0.3433333333333333
ENSP00000264784,ENSP00000351591,0,0.2733333333333333
ENSP00000261751,ENSP00000480443,0,0.37666666666666665
ENSP00000233948,ENSP00000287934,1,0.7066666666666667
ENSP00000265239,ENSP00000297283,0,0.62
ENSP00000309052,ENSP00000425824,0,0.31
ENSP00000355419,ENSP00000390070,0,0.15166666666666667
ENSP00000216832,ENSP00000496842,1,0.6916666666666667
ENSP00000254810,ENSP00000433760,1,0.8783333333333333
ENSP00000384490,ENSP00000257118,1,0.8333333333333334
ENSP00000298288,ENSP00000361064,0,0.3516666666666667
ENSP00000347845,ENSP00000378935,1,0.31333333333333335
ENSP00000276440,ENSP00000312734,0,0.435
ENSP00000269097,ENSP00000379181,0,0.28833333333333333
ENSP00000375921,ENSP00000385216,1,0.6416666666666667
ENSP00000364839,ENSP00000308750,1,0.69
ENSP00000009530,ENSP00000410746,1,0.5883333333333334
ENSP00000347184,ENSP00000262367,1,0.7516666666666667
ENSP00000366288,ENSP00000385096,0,0.31
ENSP00000300403,ENSP00000363524,1,0.8283333333333334
ENSP00000298552,ENSP00000329915,1,0.38666666666666666
ENSP00000339933,ENSP00000370588,0,0.45666666666666667
ENSP00000406261,ENSP00000360561,1,0.6466666666666666
ENSP00000378769,ENSP00000428994,1,0.8666666666666667
ENSP00000403362,ENSP00000325369,1,0.6266666666666667
ENSP00000362105,ENSP00000420270,0,0.4633333333333333
ENSP00000265565,ENSP00000308921,0,0.17166666666666666
ENSP00000261015,ENSP00000462309,0,0.36833333333333335
ENSP00000329846,ENSP00000156626,1,0.56
ENSP00000265598,ENSP00000420682,0,0.26
ENSP00000437125,ENSP00000001008,1,0.905
ENSP00000281453,ENSP00000361993,0,0.2916666666666667
ENSP00000206513,ENSP00000358698,0,0.27166666666666667
ENSP00000385958,ENSP00000199320,1,0.9516666666666667
ENSP00000310661,ENSP00000346634,0,0.2866666666666667
ENSP00000352252,ENSP00000308405,1,1.0
ENSP00000373570,ENSP00000379658,0,0.26666666666666666
ENSP00000486725,ENSP00000156109,1,0.68
ENSP00000367263,ENSP00000369400,0,0.3283333333333333
ENSP00000379888,ENSP00000368927,1,0.955
ENSP00000437125,ENSP00000264954,1,0.805
ENSP00000264606,ENSP00000377789,0,0.49333333333333335
ENSP00000259030,ENSP00000286628,0,0.39166666666666666
ENSP00000300648,ENSP00000466010,1,0.6983333333333334
ENSP00000429744,ENSP00000372035,1,0.6466666666666666
ENSP00000304941,ENSP00000351789,0,0.36333333333333334
ENSP00000303532,ENSP00000330633,0,0.20666666666666667
ENSP00000344903,ENSP00000346927,0,0.28833333333333333
ENSP00000385035,ENSP00000278407,1,0.515
ENSP00000245157,ENSP00000363023,0,0.26166666666666666
ENSP00000263967,ENSP00000376611,0,0.615
ENSP00000264657,ENSP00000262367,1,0.89
ENSP00000316152,ENSP00000379047,0,0.24
ENSP00000360532,ENSP00000498060,0,0.31833333333333336
ENSP00000334198,ENSP00000352011,1,0.395
ENSP00000338988,ENSP00000354518,0,0.22333333333333333
ENSP00000268661,ENSP00000431822,1,0.9816666666666667
ENSP00000265896,ENSP00000327589,0,0.49166666666666664
ENSP00000320130,ENSP00000347626,1,0.44166666666666665
ENSP00000285407,ENSP00000458954,0,0.29333333333333333
ENSP00000329932,ENSP00000496793,0,0.18833333333333332
ENSP00000443017,ENSP00000221265,1,0.9233333333333333
ENSP00000230381,ENSP00000494664,0,0.375
ENSP00000327890,ENSP00000359505,0,0.19833333333333333
ENSP00000339090,ENSP00000424417,1,0.7633333333333333
ENSP00000477567,ENSP00000363512,1,0.7416666666666667
ENSP00000358810,ENSP00000499241,1,0.47833333333333333
ENSP00000493623,ENSP00000346671,1,0.6166666666666667
ENSP00000278282,ENSP00000327048,0,0.22666666666666666
ENSP00000264001,ENSP00000307741,1,0.4633333333333333
ENSP00000369927,ENSP00000234454,1,0.6266666666666667
ENSP00000296504,ENSP00000337477,1,0.57
ENSP00000282486,ENSP00000358238,0,0.32166666666666666
ENSP00000266744,ENSP00000348769,0,0.225
ENSP00000307666,ENSP00000436786,0,0.34
ENSP00000350949,ENSP00000497402,0,0.28
ENSP00000320949,ENSP00000451712,0,0.45
ENSP00000310668,ENSP00000355465,1,0.6366666666666667
ENSP00000348596,ENSP00000308179,1,0.8333333333333334
ENSP00000419970,ENSP00000221700,1,0.7266666666666667
ENSP00000495273,ENSP00000499044,1,0.9816666666666667
ENSP00000262105,ENSP00000352672,0,0.245
ENSP00000310928,ENSP00000377055,0,0.23166666666666666
ENSP00000363349,ENSP00000251775,1,0.61
ENSP00000364694,ENSP00000295113,1,0.385
ENSP00000359345,ENSP00000377814,1,0.87
ENSP00000332565,ENSP00000418823,0,0.375
ENSP00000320147,ENSP00000358862,1,0.67
ENSP00000265686,ENSP00000285393,1,0.6833333333333333
ENSP00000496250,ENSP00000253237,1,0.7633333333333333
ENSP00000225983,ENSP00000363524,0,0.46
ENSP00000280326,ENSP00000447942,1,0.8533333333333334
ENSP00000468592,ENSP00000485010,0,0.335
ENSP00000302297,ENSP00000421725,0,0.2683333333333333
ENSP00000273784,ENSP00000349923,0,0.2783333333333333
ENSP00000184266,ENSP00000360798,0,0.49166666666666664
ENSP00000253794,ENSP00000469613,0,0.4666666666666667
ENSP00000269097,ENSP00000334941,0,0.29833333333333334
ENSP00000376808,ENSP00000478121,1,0.5666666666666667
ENSP00000484928,ENSP00000382004,1,0.6766666666666666
ENSP00000344392,ENSP00000365243,0,0.49666666666666665
ENSP00000223324,ENSP00000338057,1,0.9266666666666666
ENSP00000386881,ENSP00000380349,1,0.5766666666666667
ENSP00000367872,ENSP00000363748,1,0.8433333333333334
ENSP00000357876,ENSP00000351314,1,0.665
ENSP00000333946,ENSP00000369411,0,0.37333333333333335
ENSP00000282561,ENSP00000354900,1,0.31666666666666665
ENSP00000410309,ENSP00000485525,1,0.675
ENSP00000291576,ENSP00000367806,1,0.5583333333333333
ENSP00000283268,ENSP00000374205,1,0.24333333333333335
ENSP00000500386,ENSP00000340820,1,0.5733333333333334
ENSP00000289528,ENSP00000405573,0,0.22333333333333333
ENSP00000349970,ENSP00000351059,0,0.2816666666666667
ENSP00000318646,ENSP00000309334,1,0.985
ENSP00000300035,ENSP00000364929,1,0.47833333333333333
ENSP00000420927,ENSP00000457870,0,0.52
ENSP00000263025,ENSP00000376436,1,0.69
ENSP00000355237,ENSP00000377372,0,0.2733333333333333
ENSP00000483185,ENSP00000345055,1,0.6
ENSP00000274712,ENSP00000260210,1,0.885
ENSP00000296755,ENSP00000368798,0,0.175
ENSP00000260361,ENSP00000332592,0,0.33166666666666667
ENSP00000411672,ENSP00000308122,1,0.575
ENSP00000397563,ENSP00000498074,0,0.6166666666666667
ENSP00000366156,ENSP00000439020,0,0.45166666666666666
ENSP00000360293,ENSP00000403954,1,0.31333333333333335
ENSP00000216297,ENSP00000465765,1,0.48
ENSP00000237530,ENSP00000354649,1,0.5533333333333333
ENSP00000378897,ENSP00000258052,1,0.48333333333333334
ENSP00000315182,ENSP00000332198,1,0.565
ENSP00000266087,ENSP00000367686,0,0.3233333333333333
ENSP00000437125,ENSP00000302476,1,0.5766666666666667
ENSP00000160373,ENSP00000303468,0,0.38333333333333336
ENSP00000369695,ENSP00000499501,1,0.9783333333333334
ENSP00000296785,ENSP00000496870,1,0.4216666666666667
ENSP00000254260,ENSP00000328287,0,0.3616666666666667
ENSP00000303211,ENSP00000350090,0,0.245
ENSP00000360958,ENSP00000342007,1,0.79
ENSP00000318803,ENSP00000370125,0,0.42
ENSP00000311430,ENSP00000321971,0,0.40166666666666667
ENSP00000276708,ENSP00000364813,0,0.5716666666666667
ENSP00000388107,ENSP00000482538,1,1.0
ENSP00000355780,ENSP00000496939,0,0.28833333333333333
ENSP00000216294,ENSP00000371932,0,0.13833333333333334
ENSP00000265713,ENSP00000357036,0,0.21666666666666667
ENSP00000362018,ENSP00000377007,1,0.48
ENSP00000366999,ENSP00000373278,1,1.0
ENSP00000243346,ENSP00000296411,0,0.35
ENSP00000354782,ENSP00000295756,1,0.5933333333333334
ENSP00000361084,ENSP00000426941,1,0.5533333333333333
ENSP00000357746,ENSP00000364995,0,0.09166666666666666
ENSP00000162749,ENSP00000353048,0,0.43666666666666665
ENSP00000247191,ENSP00000260363,1,0.8866666666666667
ENSP00000305699,ENSP00000392812,0,0.3016666666666667
ENSP00000454303,ENSP00000403663,1,0.49166666666666664
ENSP00000310129,ENSP00000396937,1,0.71
ENSP00000288774,ENSP00000330918,0,0.33
ENSP00000217740,ENSP00000261396,0,0.29833333333333334
ENSP00000418813,ENSP00000466259,0,0.5283333333333333
ENSP00000243346,ENSP00000465589,0,0.30833333333333335
ENSP00000224337,ENSP00000268719,0,0.37333333333333335
ENSP00000244336,ENSP00000297435,1,0.29333333333333333
ENSP00000272418,ENSP00000472469,1,0.9466666666666667
ENSP00000216034,ENSP00000347742,0,0.3416666666666667
ENSP00000358812,ENSP00000229214,1,0.9766666666666667
ENSP00000383563,ENSP00000423399,0,0.4166666666666667
ENSP00000318861,ENSP00000296702,1,0.7833333333333333
ENSP00000377001,ENSP00000368797,1,0.705
ENSP00000360664,ENSP00000370288,0,0.23166666666666666
ENSP00000268876,ENSP00000308944,0,0.5016666666666667
ENSP00000247020,ENSP00000356231,0,0.29833333333333334
ENSP00000370193,ENSP00000361998,1,0.8783333333333333
ENSP00000239223,ENSP00000215832,1,0.7616666666666667
ENSP00000377218,ENSP00000469880,0,0.33
ENSP00000482075,ENSP00000216479,1,0.705
ENSP00000370589,ENSP00000263857,1,0.7733333333333333
ENSP00000343885,ENSP00000356247,0,0.3466666666666667
ENSP00000357384,ENSP00000239891,1,0.375
ENSP00000435585,ENSP00000483637,0,0.31666666666666665
ENSP00000419411,ENSP00000369055,1,0.635
ENSP00000215095,ENSP00000255136,0,0.405
ENSP00000265708,ENSP00000463762,0,0.28
ENSP00000361850,ENSP00000387641,0,0.24
ENSP00000382697,ENSP00000466363,1,0.62
ENSP00000367203,ENSP00000320147,1,0.56
ENSP00000341382,ENSP00000403683,0,0.305
ENSP00000388658,ENSP00000445831,0,0.21333333333333335
ENSP00000217407,ENSP00000396467,0,0.21166666666666667
ENSP00000249923,ENSP00000303145,1,0.6266666666666667
ENSP00000295113,ENSP00000308332,0,0.3933333333333333
ENSP00000463784,ENSP00000389351,1,0.975
ENSP00000225929,ENSP00000347168,0,0.37333333333333335
ENSP00000044462,ENSP00000480122,0,0.25666666666666665
ENSP00000252699,ENSP00000466363,1,0.6
ENSP00000361473,ENSP00000484638,1,1.0
ENSP00000333496,ENSP00000346466,0,0.27
ENSP00000398559,ENSP00000493716,0,0.085
ENSP00000340820,ENSP00000284981,1,0.7266666666666667
ENSP00000258455,ENSP00000373404,1,0.91
ENSP00000220659,ENSP00000347655,0,0.31833333333333336
ENSP00000323047,ENSP00000328848,0,0.265
ENSP00000267594,ENSP00000405068,0,0.285
ENSP00000225728,ENSP00000478303,1,0.795
ENSP00000302768,ENSP00000370542,0,0.4583333333333333
ENSP00000162749,ENSP00000256592,0,0.5433333333333333
ENSP00000346037,ENSP00000360034,1,0.7177777777777777
ENSP00000346001,ENSP00000300651,1,0.8966666666666666
ENSP00000409007,ENSP00000397297,1,0.44166666666666665
ENSP00000360483,ENSP00000285968,1,0.6516666666666666
ENSP00000315774,ENSP00000367939,1,0.8333333333333334
ENSP00000399465,ENSP00000252818,1,0.7683333333333333
ENSP00000332973,ENSP00000478887,1,0.7483333333333333
ENSP00000225512,ENSP00000331608,0,0.2733333333333333
ENSP00000315680,ENSP00000473391,0,0.39666666666666667
ENSP00000231121,ENSP00000425261,0,0.13666666666666666
ENSP00000296577,ENSP00000472985,1,0.95
ENSP00000352257,ENSP00000363895,0,0.5466666666666666
ENSP00000358696,ENSP00000379911,0,0.355
ENSP00000465261,ENSP00000499238,0,0.11666666666666667
ENSP00000272286,ENSP00000356213,0,0.45166666666666666
ENSP00000356213,ENSP00000480012,1,0.5166666666666667
ENSP00000348069,ENSP00000263253,1,0.69
ENSP00000308258,ENSP00000355580,0,0.44666666666666666
ENSP00000354739,ENSP00000367446,0,0.465
ENSP00000356541,ENSP00000307863,1,0.7466666666666667
ENSP00000256999,ENSP00000286234,0,0.35333333333333333
ENSP00000362824,ENSP00000477707,1,0.435
ENSP00000418221,ENSP00000499044,1,0.9566666666666667
ENSP00000229708,ENSP00000411471,0,0.24833333333333332
ENSP00000368014,ENSP00000497160,0,0.21666666666666667
ENSP00000285518,ENSP00000302783,0,0.5366666666666666
ENSP00000233826,ENSP00000393379,0,0.19333333333333333
ENSP00000355308,ENSP00000278353,1,0.6583333333333333
ENSP00000431240,ENSP00000492441,1,0.7066666666666667
ENSP00000343676,ENSP00000376423,0,0.08833333333333333
ENSP00000363999,ENSP00000308717,1,0.655
ENSP00000261597,ENSP00000282074,1,0.745
ENSP00000264932,ENSP00000304133,0,0.395
ENSP00000387266,ENSP00000472249,0,0.35
ENSP00000251588,ENSP00000274625,0,0.4483333333333333
ENSP00000357320,ENSP00000384369,1,0.5633333333333334
ENSP00000386023,ENSP00000339090,1,0.905
ENSP00000258662,ENSP00000296682,0,0.25333333333333335
ENSP00000465676,ENSP00000348056,1,0.6183333333333333
ENSP00000310661,ENSP00000362123,0,0.27166666666666667
ENSP00000302768,ENSP00000308606,0,0.4266666666666667
ENSP00000443965,ENSP00000476480,1,0.745
ENSP00000265562,ENSP00000291386,0,0.49333333333333335
ENSP00000248901,ENSP00000261308,0,0.4083333333333333
ENSP00000357040,ENSP00000380378,0,0.435
ENSP00000369816,ENSP00000485698,0,0.305
ENSP00000287777,ENSP00000462647,0,0.33666666666666667
ENSP00000337443,ENSP00000340943,0,0.28833333333333333
ENSP00000338082,ENSP00000412178,0,0.205
ENSP00000258416,ENSP00000455308,1,0.3
ENSP00000345571,ENSP00000401445,0,0.49333333333333335
ENSP00000287814,ENSP00000352522,0,0.3616666666666667
ENSP00000072644,ENSP00000441765,0,0.23333333333333334
ENSP00000335358,ENSP00000439244,0,0.21833333333333332
ENSP00000306080,ENSP00000327513,0,0.28833333333333333
ENSP00000260126,ENSP00000346627,0,0.24166666666666667
ENSP00000300086,ENSP00000294008,1,0.5116666666666667
ENSP00000329684,ENSP00000375978,0,0.17
ENSP00000332604,ENSP00000435096,1,0.875
ENSP00000314897,ENSP00000350066,0,0.38
ENSP00000291823,ENSP00000350512,0,0.4533333333333333
ENSP00000417303,ENSP00000494678,0,0.25666666666666665
ENSP00000304941,ENSP00000437256,0,0.41
ENSP00000321971,ENSP00000363397,0,0.3
ENSP00000349156,ENSP00000356652,1,0.3333333333333333
ENSP00000308032,ENSP00000331040,0,0.26
ENSP00000348959,ENSP00000379339,0,0.59
ENSP00000427550,ENSP00000449404,0,0.31833333333333336
ENSP00000358474,ENSP00000363787,1,0.61
ENSP00000356256,ENSP00000315693,1,0.4866666666666667
ENSP00000257290,ENSP00000376345,1,0.8133333333333334
ENSP00000354394,ENSP00000429744,0,0.7583333333333333
ENSP00000287713,ENSP00000371018,0,0.43
ENSP00000321330,ENSP00000328938,0,0.36666666666666664
ENSP00000497069,ENSP00000360683,1,0.6983333333333334
ENSP00000216181,ENSP00000485656,0,0.08333333333333333
ENSP00000003084,ENSP00000351777,1,0.555
ENSP00000278829,ENSP00000495672,0,0.355
ENSP00000275493,ENSP00000274376,1,0.79
ENSP00000343288,ENSP00000426653,0,0.24166666666666667
ENSP00000282903,ENSP00000351884,0,0.24833333333333332
ENSP00000484105,ENSP00000472445,1,0.6116666666666667
ENSP00000412237,ENSP00000296545,1,0.725
ENSP00000363746,ENSP00000297990,1,0.845
ENSP00000399403,ENSP00000404438,0,0.32166666666666666
ENSP00000290200,ENSP00000391800,0,0.2833333333333333
ENSP00000362195,ENSP00000382717,0,0.4266666666666667
ENSP00000361642,ENSP00000464814,1,0.31333333333333335
ENSP00000259089,ENSP00000470252,0,0.5433333333333333
ENSP00000300574,ENSP00000393312,1,0.645
ENSP00000305603,ENSP00000305595,1,0.74
ENSP00000302543,ENSP00000379500,0,0.175
ENSP00000353422,ENSP00000368818,0,0.26666666666666666
ENSP00000362109,ENSP00000432305,0,0.245
ENSP00000331127,ENSP00000357711,0,0.29
ENSP00000293190,ENSP00000325527,0,0.45
ENSP00000346112,ENSP00000360252,0,0.245
ENSP00000377789,ENSP00000498083,0,0.29333333333333333
ENSP00000217244,ENSP00000417229,0,0.5016666666666667
ENSP00000346130,ENSP00000495273,0,0.665
ENSP00000222330,ENSP00000416799,0,0.2816666666666667
ENSP00000313007,ENSP00000470142,1,0.6916666666666667
ENSP00000239032,ENSP00000466718,0,0.11666666666666667
ENSP00000479719,ENSP00000483313,1,0.71
ENSP00000262367,ENSP00000384273,1,0.8266666666666667
ENSP00000420311,ENSP00000388107,1,0.9783333333333334
ENSP00000386541,ENSP00000455716,0,0.4683333333333333
ENSP00000396198,ENSP00000263923,1,0.6533333333333333
ENSP00000316842,ENSP00000385096,0,0.2683333333333333
ENSP00000319501,ENSP00000303174,1,0.8333333333333334
ENSP00000392147,ENSP00000411010,0,0.325
ENSP00000383866,ENSP00000434412,0,0.335
ENSP00000243389,ENSP00000384084,0,0.09333333333333334
ENSP00000307134,ENSP00000482620,0,0.315
ENSP00000319622,ENSP00000445633,0,0.195
ENSP00000346001,ENSP00000463784,1,0.9933333333333333
ENSP00000309031,ENSP00000312107,1,0.47333333333333333
ENSP00000360060,ENSP00000389175,0,0.36
ENSP00000342136,ENSP00000336790,1,0.66
ENSP00000328088,ENSP00000340347,0,0.5016666666666667
ENSP00000338562,ENSP00000466298,1,0.6466666666666666
ENSP00000356541,ENSP00000252622,1,0.82
ENSP00000364802,ENSP00000378324,1,0.9266666666666666
ENSP00000310670,ENSP00000357552,0,0.3333333333333333
ENSP00000243918,ENSP00000377176,0,0.08
ENSP00000294168,ENSP00000370193,1,0.51
ENSP00000353904,ENSP00000422887,0,0.17833333333333334
ENSP00000258955,ENSP00000362036,1,0.7833333333333333
ENSP00000320866,ENSP00000306866,1,0.7766666666666666
ENSP00000228740,ENSP00000339186,0,0.49333333333333335
ENSP00000264220,ENSP00000381657,0,0.2816666666666667
ENSP00000339730,ENSP00000430598,0,0.35
ENSP00000429707,ENSP00000367939,1,0.8583333333333333
ENSP00000358490,ENSP00000354566,1,0.45
ENSP00000489597,ENSP00000288135,1,0.8133333333333334
ENSP00000263102,ENSP00000298386,0,0.15666666666666668
ENSP00000312741,ENSP00000357494,0,0.255
ENSP00000263025,ENSP00000489597,1,0.85
ENSP00000265563,ENSP00000343629,0,0.445
ENSP00000430950,ENSP00000370639,1,0.53
ENSP00000326693,ENSP00000493120,0,0.24666666666666667
ENSP00000350249,ENSP00000298139,1,0.5483333333333333
ENSP00000362549,ENSP00000381333,0,0.44166666666666665
ENSP00000249075,ENSP00000483018,0,0.4116666666666667
ENSP00000346697,ENSP00000375632,0,0.395
ENSP00000337450,ENSP00000001146,1,0.9183333333333333
ENSP00000389160,ENSP00000482543,1,0.6866666666666666
ENSP00000053468,ENSP00000361923,1,0.8416666666666667
ENSP00000339090,ENSP00000411822,1,0.8116666666666666
ENSP00000378529,ENSP00000348838,1,0.6566666666666666
ENSP00000381340,ENSP00000436864,0,0.315
ENSP00000367316,ENSP00000496564,0,0.35
ENSP00000351100,ENSP00000449884,0,0.4666666666666667
ENSP00000320663,ENSP00000367214,0,0.3566666666666667
ENSP00000431822,ENSP00000264995,1,0.9816666666666667
ENSP00000259089,ENSP00000358784,0,0.36666666666666664
ENSP00000005386,ENSP00000481570,0,0.295
ENSP00000357547,ENSP00000254508,1,0.5516666666666666
